sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = BIA24-22NR,Variant,Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value,ns1:Value2,ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:AltitudeMeters,ns1:DistanceMeters3,ns1:Value4,ns2:Speed,ns2:RunCadence,ns2:Watts,ns1:LatitudeDegrees,ns1:LongitudeDegrees,ns2:AvgSpeed,ns2:AvgRunCadence,ns2:MaxRunCadence,ns2:AvgWatts,ns2:MaxWatts,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber,Unnamed: 39,Unnamed: 40,Unnamed: 41,RowColor,Lap,Gear
2477,2024-09-19 07:33:33,86.17,0.0,20.7,193.0,0.0,67.0,14.0,260.0,210.0,35.5,29.3,33.0,29.0,62.0,0.0,368.0,63.1904062628746,14.658103035762906,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:34,362.0,6060.81982421875,121.0,3.9749999046325684,36.0,395.0,63.190445909276605,14.658141676336527,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,2.0H
2477,2024-09-19 07:33:34,93.16,0.0,20.7,193.0,0.0,67.0,14.0,230.0,160.0,27.5,20.9,29.0,27.0,56.0,0.0,369.0,63.19042076356709,14.658212335780265,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:34,362.0,6060.81982421875,121.0,3.9749999046325684,36.0,395.0,63.190445909276605,14.658141676336527,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,2.0H
2477,2024-09-19 07:33:35,108.67,0.0,21.8,171.0,0.0,66.0,16.0,210.0,200.0,22.8,25.1,24.0,23.0,47.0,0.0,370.0,63.190459655597806,14.658436300233006,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:35,361.79998779296875,6067.5498046875,122.0,4.2829999923706055,35.0,432.0,63.19047993980348,14.658249719068408,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,2.0H
2477,2024-09-19 07:33:36,122.2,0.0,21.6,141.0,0.0,41.0,17.0,220.0,190.0,20.5,17.9,21.0,18.0,39.0,0.0,370.0,63.19046661257744,14.658498158678412,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:36,361.79998779296875,6074.330078125,123.0,5.281000137329102,34.0,488.0,63.19051028229296,14.658358013257384,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2477,2024-09-19 07:33:37,135.88,0.0,22.4,130.0,0.0,41.0,17.0,220.0,190.0,20.5,17.9,19.0,16.0,35.0,0.0,370.0,63.190492345020175,14.658676274120808,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:37,361.79998779296875,6080.72998046875,124.0,6.073999881744385,34.0,533.0,63.190539199858904,14.658468570560217,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2477,2024-09-19 07:33:38,141.1,0.0,21.6,119.0,0.0,39.0,18.0,260.0,230.0,30.2,23.1,18.0,15.0,33.0,0.0,369.0,63.190521681681275,14.658763194456697,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:38,361.79998779296875,6086.81982421875,126.0,6.316999912261963,34.0,526.0,63.19056501612067,14.658558340743184,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2477,2024-09-19 07:33:39,147.01,0.0,20.0,118.0,0.0,41.0,19.0,240.0,220.0,24.5,22.8,17.0,16.0,33.0,0.0,368.0,63.190521681681275,14.658839302137494,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:39,361.6000061035156,6092.4501953125,126.0,6.316999912261963,35.0,513.0,63.1905878148973,14.65866168960929,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2477,2024-09-19 07:33:40,160.73,0.0,21.5,118.0,0.0,41.0,19.0,240.0,220.0,24.5,22.8,17.0,16.0,33.0,0.0,368.0,63.1906446442008,14.658861430361869,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:40,361.6000061035156,6098.3701171875,130.0,4.935999870300293,35.0,358.0,63.19061312824488,14.658756321296096,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2477,2024-09-19 07:33:41,166.02,0.0,21.5,118.0,0.0,40.0,20.0,220.0,230.0,22.7,22.5,16.0,17.0,33.0,0.0,367.0,63.19067322649062,14.658923456445336,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:41,361.6000061035156,6103.4501953125,132.0,4.9079999923706055,40.0,388.0,63.19063953123987,14.658843912184238,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
2477,2024-09-19 07:33:42,173.11,0.0,21.5,122.0,0.0,41.0,21.0,200.0,240.0,19.8,25.7,17.0,17.0,34.0,0.0,367.0,63.19072326645255,14.659011382609606,,NR,Running,2024-09-19T06:53:49.000Z,2024-09-19T07:28:00.000Z,551.762,1000.0,6.662000179290772,51.0,124.0,174.0,Active,Manual,2024-09-19 07:33:42,361.6000061035156,6109.10986328125,135.0,4.76800012588501,40.0,377.0,63.19067087955773,14.658956481143832,1.812000036239624,15.0,108.0,177.0,927.0,Forerunner 955,3474075110.0,4024.0,17.0,28.0,0.0,0.0,Connect Api,0.0,0.0,0.0,0.0,en,006-D2449-00,,,,FFFFFF,1,3.0
